name;harmonized keywords
Laser printing;laser printing
Laser processing;laser processing
laser processing;laser processing
Laser rapid forming;laser rapid forming
Laser scanning;laser scanning
laser scanning;laser scanning
Laser scanning technology;laser scanning technology
Laser sensor;laser sensor
Laser sintering;laser sintering
Laser technique;laser technique
laser technology;laser technology
laser two coordinate;laser two coordinate
Laser welding;laser welding
LASSO;LASSO 
Last planner system;last planner system
Latency;latency
Latin America;Latin America
Lattice Structures;lattice structure
Layer adherence;layer adherence
layer splitting;layer splitting
layer transfer;layer transfer
Layered manufacturing;layered manufacturing
Layering error;layering error
Layout;layout
layout;layout
Layout analysis/ design;layout analysis design
Layout optimization;layout optimization
Layout Optimization;layout optimization
Layout planning;layout planning
layout planning;layout planning
Layout simulation;layout simulation
Lazy evaluation;lazy evaluation
PZT;lead zirconate titanate
Leadership;leadership
Leadership style;leadership style
Leading edge;leading edge
leading-edge vortex;leading edge vortex
Lean;lean
lean;lean
Lean 4.0;lean 4.0
Lean Six Sigma;lean 6 sigma
Lean six-sigma framework;lean 6 sigma framwork
Lean and smart manufacturing;lean and smart manufacturing
Lean Automation;lean automation
lean automation;lean automation
Lean automation;lean automation
Lean Canvas;lean canvas
Lean construction;lean construction
lean duration;lean duration
lean enterprise;lean enterprise
Lean enterprise;lean enterprise
lean intelligent manufacturing model;lean intelligent manufacturing model
Lean logistics;lean logistic
Lean Management;lean management
Lean management;lean management
Lean manufacturing;lean manufacturing
lean manufacturing;lean manufacturing
Lean Manufacturing;lean manufacturing
Lean Manufacturing Tool;lean manufacturing tool
lean principles;lean principle
Lean principles;lean principle
Lean Principles;lean principle
lean process;lean process
Lean Product Development;lean product development
Lean production;lean production
Lean Production;lean production
lean production;lean production
Lean supply chain;lean supply chain
Lean thinking;lean thinking
leanness;leanness
Learning;learning
learning;learning
learning algorithm;learning algorithm
learning analytics;learning analytic
learning and adaptive systems;learning and adaptive system
Learning atoms;learning atom
Learning automata;learning automata
Learning-by-using;learning by using
Learning curve;learning curve
Learning effect;learning effect
learning-enhancing work design;learning enhancing work design
Learning-enhancing work design;learning enhancing work design
Learning environment;learning environment
Learning factories;learning factory
Learning Factories;learning factory
Learning factory;learning factory
Learning Factory;learning factory
learning factory;learning factory
learning from examples;learning from example
Learning from examples;learning from example
Learning management system;learning management system
Learning network;learning network
Learning Platform;learning platform
Learning systems;learning system
Leasing;leasing
LRU;least recently used 
Least square method;least square method
Least square support vector machine;least square support vector machine
least squares support vector machines ( LS-SVMs);least square support vector machine
Least squares support vector machines (LS-SVMs);least square support vector machine
Least-squares diameter;least squares diameter
LS-SVM;least squares support vector machine
Leather;leather
Leather embellishments;leather embellishments
LECD;LECD 
Lecturers;lecturer 
Legacy Device;legacy device
legacy systems;legacy system
Legacy systems;legacy system
LEGO-Design;lego design
Lego EV3 Robot;lego EV3 robot
Lego EV3 Robot.;lego EV3 robot
Leirah Wang;leirah wang
lens array;lens array
Lens array;lens array
lens molding;lens molding
Leonardo da Vinci;Leonardo da Vinci
Level 4;level 4
Level 6;level 6
Levels of automation;level of automation
Leveling Roller;leveling roller
Leveraging;leveraging
liability;liability
Liability;liability
Liaoning province;liaoning province
liberal arts graduates;liberal art graduate
Liberal arts graduates;liberal art graduate
Liberal Arts Graduates;liberal art graduate
Libmodbus;libmodbus
Library cooperation;library cooperation
License Management;license management
License models;license model
Licensing;licensing
life expectancy;life expectancy
Life long learning;life long learning
Lifelong learning;life long learning
Lifelong Learning;life long learning
life-long learning;life long learning
lifetime;life time
Lifetime;life time
Lifetime analysis;life time analysis
lifetime model;life time model
Life cycle;lifecycle
life cycle;lifecycle
lifecycle;lifecycle
Lifecycle;lifecycle
Life-cycle;lifecycle
Life cycle analysis;lifecycle analysis
Life cycle assessment;lifecycle assessment
Life Cycle Assessment;lifecycle assessment
life cycle assessment (LCA);lifecycle assessment 
Life-cycle control;lifecycle control
Life cycle design;lifecycle design
Life cycle engineering;lifecycle engineering
Life Cycle Engineering;lifecycle engineering
Lifecycle engineering;lifecycle engineering
Life cycle information;lifecycle information
